caminho_lockfile,pacote,versao,dependencia_direta,grupo_direto,dev,devOptional,optional,hasInstallScript
node_modules/queue-microtask,queue-microtask,1.2.3,False,,True,False,False,False
node_modules/react,react,19.1.0,True,dependencies,False,False,False,False
node_modules/react-dom,react-dom,19.1.0,True,dependencies,False,False,False,False
node_modules/react-email,react-email,6.9.3,True,dependencies,False,False,False,False
node_modules/react-email/node_modules/jiti,jiti,2.6.1,False,,False,False,False,False
node_modules/react-email/node_modules/json5,json5,2.2.3,False,,False,False,False,False
node_modules/react-email/node_modules/tsconfig-paths,tsconfig-paths,4.2.0,False,,False,False,False,False
node_modules/react-is,react-is,16.13.1,False,,True,False,False,False
node_modules/readable-stream,readable-stream,3.6.2,False,,False,False,False,False
node_modules/readdir-glob,readdir-glob,1.1.3,False,,False,False,False,False
node_modules/readdir-glob/node_modules/brace-expansion,brace-expansion,2.1.4,False,,False,False,False,False
node_modules/readdir-glob/node_modules/minimatch,minimatch,5.1.9,False,,False,False,False,False
node_modules/readdirp,readdirp,4.1.2,False,,False,False,False,False
node_modules/reflect.getprototypeof,reflect.getprototypeof,1.0.10,False,,True,False,False,False
node_modules/regenerator-runtime,regenerator-runtime,0.13.11,False,,False,False,False,False
node_modules/regexp.prototype.flags,regexp.prototype.flags,1.5.4,False,,True,False,False,False
node_modules/require-from-string,require-from-string,2.0.2,False,,False,False,False,False
node_modules/resend,resend,6.26.0,True,dependencies,False,False,False,False
node_modules/resolve,resolve,2.0.0-next.7,False,,True,False,False,False
node_modules/resolve-from,resolve-from,4.0.0,False,,True,False,False,False
node_modules/resolve-pkg-maps,resolve-pkg-maps,1.0.0,False,,True,False,False,False
node_modules/reusify,reusify,1.1.0,False,,True,False,False,False
node_modules/rimraf,rimraf,2.7.1,False,,False,False,False,False
node_modules/rimraf/node_modules/glob,glob,7.2.3,False,,False,False,False,False
node_modules/rolldown,rolldown,1.2.7,False,,True,False,False,False
node_modules/run-parallel,run-parallel,1.2.0,False,,True,False,False,False
node_modules/safe-array-concat,safe-array-concat,1.1.4,False,,True,False,False,False
node_modules/safe-buffer,safe-buffer,5.2.1,False,,False,False,False,False
node_modules/safe-push-apply,safe-push-apply,1.0.0,False,,True,False,False,False
node_modules/safe-regex-test,safe-regex-test,1.1.0,False,,True,False,False,False
node_modules/saxes,saxes,5.0.1,False,,False,False,False,False
node_modules/scheduler,scheduler,0.26.0,False,,False,False,False,False
node_modules/selderee,selderee,0.11.0,False,,False,False,False,False
node_modules/semver,semver,7.8.5,False,,False,False,False,False
node_modules/set-function-length,set-function-length,1.2.2,False,,True,False,False,False
node_modules/set-function-name,set-function-name,2.0.2,False,,True,False,False,False
node_modules/set-proto,set-proto,1.0.0,False,,True,False,False,False
node_modules/setimmediate,setimmediate,1.0.5,False,,False,False,False,False
node_modules/sharp,sharp,0.35.4,True,dependencies,False,False,False,False
node_modules/shebang-command,shebang-command,2.0.0,False,,True,False,False,False
node_modules/shebang-regex,shebang-regex,3.0.0,False,,True,False,False,False
node_modules/side-channel,side-channel,1.1.1,False,,True,False,False,False
node_modules/side-channel-list,side-channel-list,1.0.1,False,,True,False,False,False
node_modules/side-channel-map,side-channel-map,1.0.1,False,,True,False,False,False
node_modules/side-channel-weakmap,side-channel-weakmap,1.0.2,False,,True,False,False,False
node_modules/siginfo,siginfo,2.0.0,False,,True,False,False,False
node_modules/sisteransi,sisteransi,1.0.5,False,,False,False,False,False
node_modules/socket.io,socket.io,4.8.3,False,,False,False,False,False
node_modules/socket.io-adapter,socket.io-adapter,2.5.8,False,,False,False,False,False
node_modules/socket.io-parser,socket.io-parser,4.2.7,False,,False,False,False,False
node_modules/source-map,source-map,0.6.1,False,,True,False,False,False
node_modules/source-map-js,source-map-js,1.2.1,False,,False,False,False,False
node_modules/source-map-support,source-map-support,0.5.21,False,,True,False,False,False
node_modules/stable-hash,stable-hash,0.0.5,False,,True,False,False,False
node_modules/stackback,stackback,0.0.2,False,,True,False,False,False
node_modules/standardwebhooks,standardwebhooks,1.0.0,False,,False,False,False,False
node_modules/std-env,std-env,4.2.0,False,,True,False,False,False
node_modules/stop-iteration-iterator,stop-iteration-iterator,1.1.0,False,,True,False,False,False
node_modules/string.prototype.includes,string.prototype.includes,2.0.1,False,,True,False,False,False
node_modules/string.prototype.matchall,string.prototype.matchall,4.1.0,False,,True,False,False,False
node_modules/string.prototype.repeat,string.prototype.repeat,1.0.0,False,,True,False,False,False
node_modules/string.prototype.trim,string.prototype.trim,1.2.11,False,,True,False,False,False
node_modules/string.prototype.trimend,string.prototype.trimend,1.0.10,False,,True,False,False,False
node_modules/string.prototype.trimstart,string.prototype.trimstart,1.0.8,False,,True,False,False,False
node_modules/string_decoder,string_decoder,1.3.0,False,,False,False,False,False
node_modules/strip-bom,strip-bom,3.0.0,False,,False,False,False,False
node_modules/strip-json-comments,strip-json-comments,3.1.1,False,,True,False,False,False
node_modules/stubborn-fs,stubborn-fs,2.0.0,False,,False,False,False,False
node_modules/stubborn-utils,stubborn-utils,1.0.2,False,,False,False,False,False
node_modules/styled-jsx,styled-jsx,5.1.6,False,,False,False,False,False
node_modules/supabase,supabase,2.117.0,True,devDependencies,True,False,False,False
node_modules/supports-color,supports-color,7.2.0,False,,True,False,False,False
node_modules/supports-preserve-symlinks-flag,supports-preserve-symlinks-flag,1.0.0,False,,True,False,False,False
node_modules/tagged-tag,tagged-tag,1.0.0,False,,False,False,False,False
node_modules/tailwindcss,tailwindcss,4.3.3,True,devDependencies,False,False,False,False
node_modules/tapable,tapable,2.3.3,False,,True,False,False,False
node_modules/tar-stream,tar-stream,2.2.0,False,,False,False,False,False
node_modules/tesseract.js,tesseract.js,6.0.1,True,dependencies,False,False,False,True
node_modules/tesseract.js-core,tesseract.js-core,6.1.2,False,,False,False,False,False
node_modules/tinybench,tinybench,6.1.4,False,,True,False,False,False
node_modules/tinyexec,tinyexec,1.3.1,False,,False,False,False,False
node_modules/tinyglobby,tinyglobby,0.2.17,False,,True,False,False,False
node_modules/tinyglobby/node_modules/fdir,fdir,6.5.0,False,,True,False,False,False
node_modules/tinyglobby/node_modules/picomatch,picomatch,4.0.7,False,,True,False,False,False
node_modules/tmp,tmp,0.2.7,False,,False,False,False,False
node_modules/to-regex-range,to-regex-range,5.0.1,False,,True,False,False,False
node_modules/tr46,tr46,0.0.3,False,,False,False,False,False
node_modules/traverse,traverse,0.3.9,False,,False,False,False,False
node_modules/ts-api-utils,ts-api-utils,2.5.0,False,,True,False,False,False
node_modules/tsconfig-paths,tsconfig-paths,3.15.0,False,,True,False,False,False
node_modules/tslib,tslib,2.8.1,False,,False,False,False,False
node_modules/tsx,tsx,4.23.13,True,devDependencies,True,False,False,False
node_modules/type-check,type-check,0.4.0,False,,True,False,False,False
node_modules/type-fest,type-fest,5.9.0,False,,False,False,False,False
node_modules/typed-array-buffer,typed-array-buffer,1.0.3,False,,True,False,False,False
node_modules/typed-array-byte-length,typed-array-byte-length,1.0.3,False,,True,False,False,False
node_modules/typed-array-byte-offset,typed-array-byte-offset,1.0.4,False,,True,False,False,False
node_modules/typed-array-length,typed-array-length,1.0.8,False,,True,False,False,False
node_modules/typescript,typescript,5.9.3,True,devDependencies,True,False,False,False
node_modules/uint8array-extras,uint8array-extras,1.5.0,False,,False,False,False,False
node_modules/unbox-primitive,unbox-primitive,1.1.0,False,,True,False,False,False
node_modules/undici-types,undici-types,6.21.0,False,,False,False,False,False
node_modules/unrs-resolver,unrs-resolver,1.12.2,False,,True,False,False,True
node_modules/unzipper,unzipper,0.10.14,False,,False,False,False,False
node_modules/unzipper/node_modules/isarray,isarray,1.0.0,False,,False,False,False,False
node_modules/unzipper/node_modules/readable-stream,readable-stream,2.3.8,False,,False,False,False,False
node_modules/unzipper/node_modules/safe-buffer,safe-buffer,5.1.2,False,,False,False,False,False
node_modules/unzipper/node_modules/string_decoder,string_decoder,1.1.1,False,,False,False,False,False
node_modules/uri-js,uri-js,4.4.1,False,,True,False,False,False
node_modules/util-deprecate,util-deprecate,1.0.2,False,,False,False,False,False
node_modules/uuid,uuid,8.3.2,False,,False,False,False,False
node_modules/vary,vary,1.1.2,False,,False,False,False,False
node_modules/vite,vite,8.2.2,False,,True,False,False,False
node_modules/vite/node_modules/lightningcss,lightningcss,1.33.0,False,,True,False,False,False
node_modules/vite/node_modules/lightningcss-android-arm64,lightningcss-android-arm64,1.33.0,False,,True,False,True,False
node_modules/vite/node_modules/lightningcss-darwin-arm64,lightningcss-darwin-arm64,1.33.0,False,,True,False,True,False
node_modules/vite/node_modules/lightningcss-darwin-x64,lightningcss-darwin-x64,1.33.0,False,,True,False,True,False
node_modules/vite/node_modules/lightningcss-freebsd-x64,lightningcss-freebsd-x64,1.33.0,False,,True,False,True,False
node_modules/vite/node_modules/lightningcss-linux-arm-gnueabihf,lightningcss-linux-arm-gnueabihf,1.33.0,False,,True,False,True,False
node_modules/vite/node_modules/lightningcss-linux-arm64-gnu,lightningcss-linux-arm64-gnu,1.33.0,False,,True,False,True,False
node_modules/vite/node_modules/lightningcss-linux-arm64-musl,lightningcss-linux-arm64-musl,1.33.0,False,,True,False,True,False
node_modules/vite/node_modules/lightningcss-linux-x64-gnu,lightningcss-linux-x64-gnu,1.33.0,False,,True,False,True,False
node_modules/vite/node_modules/lightningcss-linux-x64-musl,lightningcss-linux-x64-musl,1.33.0,False,,True,False,True,False
node_modules/vite/node_modules/lightningcss-win32-arm64-msvc,lightningcss-win32-arm64-msvc,1.33.0,False,,True,False,True,False
node_modules/vite/node_modules/lightningcss-win32-x64-msvc,lightningcss-win32-x64-msvc,1.33.0,False,,True,False,True,False
node_modules/vite/node_modules/picomatch,picomatch,4.0.7,False,,True,False,False,False
node_modules/vitest,vitest,5.0.0,True,devDependencies,True,False,False,False
node_modules/vitest/node_modules/magic-string,magic-string,1.2.3,False,,True,False,False,False
node_modules/vitest/node_modules/picomatch,picomatch,4.0.7,False,,True,False,False,False
node_modules/vitest/node_modules/tinyexec,tinyexec,1.3.0,False,,True,False,False,False
node_modules/wasm-feature-detect,wasm-feature-detect,1.9.0,False,,False,False,False,False
node_modules/webidl-conversions,webidl-conversions,3.0.1,False,,False,False,False,False
node_modules/whatwg-url,whatwg-url,5.0.0,False,,False,False,False,False
node_modules/when-exit,when-exit,2.1.5,False,,False,False,False,False
node_modules/which,which,2.0.2,False,,True,False,False,False
node_modules/which-boxed-primitive,which-boxed-primitive,1.1.1,False,,True,False,False,False
node_modules/which-builtin-type,which-builtin-type,1.2.1,False,,True,False,False,False
node_modules/which-collection,which-collection,1.0.2,False,,True,False,False,False
node_modules/which-typed-array,which-typed-array,1.1.22,False,,True,False,False,False
node_modules/why-is-node-running,why-is-node-running,2.3.0,False,,True,False,False,False
node_modules/word-wrap,word-wrap,1.2.5,False,,True,False,False,False
node_modules/wrappy,wrappy,1.0.2,False,,False,False,False,False
node_modules/ws,ws,8.21.3,False,,False,False,False,False
node_modules/xmlchars,xmlchars,2.2.0,False,,False,False,False,False
node_modules/yocto-queue,yocto-queue,0.1.0,False,,True,False,False,False
node_modules/yoctocolors,yoctocolors,2.2.0,False,,False,False,False,False
node_modules/zip-stream,zip-stream,4.1.1,False,,False,False,False,False
node_modules/zip-stream/node_modules/archiver-utils,archiver-utils,3.0.4,False,,False,False,False,False
node_modules/zip-stream/node_modules/glob,glob,7.2.3,False,,False,False,False,False
node_modules/zlibjs,zlibjs,0.3.1,False,,False,False,False,False
node_modules/zod,zod,4.5.4,True,dependencies,False,False,False,False
